ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
18.9.26.2.1,Administrative Templates: Windows Components,Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,Retention,,,,0,0,=,Medium
18.9.26.3.1,Administrative Templates: Windows Components,Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,Retention,,,,0,0,=,Medium
18.9.26.3.2,Administrative Templates: Windows Components,Event Log Service: Setup: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,,,,4096,32768,>=,Medium
18.9.26.4.1,Administrative Templates: Windows Components,Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,Retention,,,,0,0,=,Medium
18.9.39.1.1,Administrative Templates: Windows Components,Location and Sensors: Turn off Windows Location Provider,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableWindowsLocationProvider,,,,0,1,=,Medium
18.9.4.2,Administrative Templates: Windows Components,App Package Deployment: Prevent non-admin users from installing packaged Windows apps,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Appx,BlockNonAdminUserInstall,,,,0,1,=,Medium
18.9.46.2,Microsoft Defender Application Guard,Allow camera and microphone access in Microsoft Defender Application Guard,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowCameraMicrophoneRedirection,,,,,0,=,Medium
18.9.46.3,Microsoft Defender Application Guard,Allow data persistence for Microsoft Defender Application Guard,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowPersistence,,,,,0,=,Medium
18.9.46.4,Microsoft Defender Application Guard,Allow files to download and save to the host operating system from Microsoft Defender Application Guard,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,SaveFilesToHost,,,,,0,=,Medium
18.9.46.5,Microsoft Defender Application Guard,Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AppHVSIClipboardSettings,,,,,1,=,Medium
18.9.48.1,Microsoft Edge,Allow Address bar drop-down list suggestions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\ServiceUI,ShowOneBox,,,,1,0,=,Medium
18.9.48.10,Microsoft Edge,Prevent access to the about:flags page in Microsoft Edge,Registry,,HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main,PreventAccessToAboutFlagsInMicrosoftEdge,,,,,1,=,Medium
18.9.48.13,Microsoft Edge,Prevent using Localhost IP address for WebRTC,Registry,,HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main,HideLocalHostIP,,,,,1,=,Medium
18.9.48.2,Microsoft Edge,Allow Adobe Flash,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\Addons,FlashPlayerEnabled,,,,1,0,=,Medium
18.9.48.3,Microsoft Edge,Allow InPrivate Browsing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\Main,AllowInPrivate,,,,1,0,=,Medium
18.9.48.4,Microsoft Edge,Allow Sideloading of extension,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\Extensions,AllowSideloadingOfExtensions,,,,1,0,=,Medium
18.9.48.5,Microsoft Edge,Configure cookies,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\Main,Cookies,,,,2,1,=,Medium
18.9.48.7,Microsoft Edge,Configure Pop-up Blocker,Registry,,HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main,AllowPopups,,,,,yes,=,Medium
18.9.48.8,Microsoft Edge,Configure search suggestions in Address bar,Registry,,HKLM:\Software\Policies\Microsoft\MicrosoftEdge\SearchScopes,ShowSearchSuggestionsGlobal,,,,,0,=,Medium
18.9.48.9,Microsoft Edge,Configure the Adobe Flash Click-to-Run setting,Registry,,HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Security,FlashClickToRunMode,,,,,1,=,Medium
18.9.52.2,Administrative Templates: Windows Components,OneDrive: Prevent the usage of OneDrive for file storage on Windows 8.1,Registry,,HKLM:\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSync,,,,0,1,=,Medium
18.9.59.3.2.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Connections: Restrict Remote Desktop Services users to a single Remote Desktop Services session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fSingleSessionPerUser,,,,1,1,=,Medium
18.9.65.3.3.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Allow UI Automation redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,EnableUiaRedirection,,,,,0,=,Medium
18.9.65.3.3.4,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow location redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableLocationRedir,,,,,1,=,Medium
18.9.81.1,Administrative Templates: Windows Components,Widgest: Allow widgets,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Dsh,AllowNewsAndInterests,,,,,0,=,Medium
18.9.81.2.1,Administrative Templates: Windows Components,Windows Error Reporting: Consent: Configure Default consent,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting\Consent,DefaultConsent,,,,0,3,=,Medium
18.9.81.3,Administrative Templates: Windows Components,Windows Error Reporting: Automatically send memory dumps for OS-generated error reports,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting,AutoApproveOSDumps,,,,1,0,=,Medium
1800,Microsoft Defender Antivirus,Turn off Microsoft Defender Antivirus,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,DisableAntiSpyware,,,,0,0,=,Medium
1806,Microsoft Defender Antivirus,Exclusions: Extension Exclusions (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions,Exclusions_Extensions,,,,,,=,Medium
1808,Microsoft Defender Antivirus,Exclusions: Path Exclusions (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions,Exclusions_Paths,,,,,,=,Medium
1810,Microsoft Defender Antivirus,Exclusions: Process Exclusions (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions,Exclusions_Processes,,,,,,=,Medium
1812,Microsoft Defender Antivirus,Enable sandboxing for Microsoft Defender Antivirus,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Environment,MP_FORCE_USE_SANDBOX,,,,0,1,=,Medium
1813,Microsoft Defender Antivirus,Exclusions: Extension Exclusions (Intune),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager,ExcludedExtensions,,,,,,=,Medium
1814,Microsoft Defender Antivirus,Exclusions: Path Exclusions (Intune),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager,ExcludedPaths,,,,,,=,Medium
1815,Microsoft Defender Antivirus,Exclusions: Process Exclusions (Intune),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager,ExcludedProcesses,,,,,,=,Medium
1819,Microsoft Defender Antivirus,MpEngine: Enable file hash computation feature,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine,EnableFileHashComputation,,,,,1,=,Medium
182,Administrative Templates: Windows Components,Windows Media Player: Playback: Prevent Codec Download,Registry,,HKCU:\Software\Policies\Microsoft\WindowsMediaPlayer,PreventCodecDownload,,,,,1,=,Medium
184,PowerShell,Turn on Script Execution,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell,EnableScripts,,,,,1,=,Medium
184,PowerShell,Turn on Script Execution (Execution Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell,ExecutionPolicy,,,,,AllSigned,=,Medium
185,Administrative Templates: Windows Components,Windows Update: Configure Automatic Updates: Configure automatic updating,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,AUOptions,,,,,4,=,Medium
185,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoUpdate,,,,0,0,>=,Medium
186,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates: Scheduled install day,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,ScheduledInstallDay,,,,,0,>=,Medium
187,Administrative Templates: Windows Components,Windows Update: Legacy Policies: No auto-restart with logged on users for scheduled automatic updates installations,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoRebootWithLoggedOnUsers,,,,0,0,>=,Medium
188,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Remove access to 'Pause updates' feature,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,SetDisablePauseUXAccess,,,,,1,>=,Medium
19,MSS (Legacy),MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,TcpMaxDataRetransmissions,,,,5,3,<=,Medium
19.7.8.5,Administrative Templates: Windows Components,Cloud Content: Turn off Spotlight collection on Desktop,Registry,,HKCU:\Software\Policies\Microsoft\Windows\CloudContent,DisableSpotlightCollectionOnDesktop,,,,,1,=,Medium
1933,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail (Intune),Registry,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1934,Microsoft Defender Exploit Guard,ASR: Block all Office applications from creating child processes (Intune),Registry,d4f940ab-401b-4efc-aadc-ad5f3c50688a,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1935,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content (Intune),Registry,3b576869-a4ec-4529-8536-b80a7769e899,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1936,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting code into other processes (Intune),Registry,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1937,Microsoft Defender Exploit Guard,ASR: Block JavaScript or VBScript from launching downloaded executable content (Intune),Registry,d3e037e1-3eb8-44c8-a917-57927947596d,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1938,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts (Intune),Registry,5beb7efe-fd9a-4556-801d-275e5ffc04cc,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1939,Microsoft Defender Exploit Guard,ASR: Block Win32 API calls from Office macros (Intune),Registry,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1940,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion (Intune)",Registry,01443614-cd74-433a-b99e-2ecdc07bfc25,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1941,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware (Intune),Registry,c1db55ab-c21a-4637-bb3f-a12568109d35,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1942,Microsoft Defender Exploit Guard,ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Intune),Registry,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1943,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands (Intune),Registry,d1e49aac-8f56-4280-b9ba-993a6d77406c,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1944,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB (Intune),Registry,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1945,Microsoft Defender Exploit Guard,ASR: Block Office communication application from creating child processes (Intune),Registry,26190899-1602-49e8-8b27-eb1d0a1ce869,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1946,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes (Intune),Registry,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1947,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription (Intune),Registry,e6db77e5-3df2-4cf1-b95a-636979351e5b,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1948,Microsoft Defender Exploit Guard,ASR: Block abuse of exploited vulnerable signed drivers (Intune),Registry,56a863a9-875e-4185-98a7-b882c64b5ce5,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASRRules,,,,0,1,=,Medium
1966,Microsoft Defender Exploit Guard,ASR: Exclude files and paths from Attack Surface Reduction Rules (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_ASROnlyExclusions,,,,,,=,Medium
1968,Microsoft Defender Exploit Guard,ASR: Exclude files and paths from Attack Surface Reduction Rules (Intune),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Policy Manager,ASROnlyExclusions,,,,,,=,Medium
198,Administrative Templates: Windows Components,App and browser protection: Prevent users from modifying settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection,DisallowExploitProtectionOverride,,,,,1,=,Medium
1981,Microsoft Defender Application Guard,Turn on Microsoft Defender Application Guard in Managed Mode,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowAppHVSI_ProviderSet,,,,,3,=,Medium
1982,Microsoft Defender Application Guard,Allow auditing events in Microsoft Defender Application Guard,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AuditApplicationGuard,,,,,1,=,Medium
2.3.2.2,Security Options,Audit: Shut down system immediately if unable to log security audits,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,CrashOnAuditFail,,,,0,0,=,Low
2.3.5.1,Security Options,Domain controller: Allow server operators to schedule tasks (DC),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,SubmitControl,,,,0,0,=,Medium
2.3.5.2,Security Options,Domain controller: Allow vulnerable Netlogon secure channel connections,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters,VulnerableChannelAllowList,,,,,,=,Medium
2.3.5.3,Security Options,Domain controller: Refuse machine account password changes (DC),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters,RefusePasswordChange,,,,1,0,=,Medium
2.3.7.8,Security Options,Interactive logon: Require Domain Controller Authentication to unlock workstation (Member),Registry,,HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,ForceUnlockLogon,,,,0,1,=,Medium
2102,PowerShell,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,1,=,Low
2105,PowerShell,Turn on PowerShell Module Logging,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging,EnableModuleLogging,,,,0,1,=,Low
2106,PowerShell,Turn on PowerShell Module Logging - Module Names,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging\ModuleNames,*,,,,,*,=,Low
2107,PowerShell,Turn on PowerShell Transcription (Invocation),Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableInvocationHeader,,,,0,1,=,Low
2108,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging,Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging,EnableModuleLogging,,,,0,1,=,Low
2109,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging (PowerShell Policy),Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging,UseWindowsPowerShellPolicySetting,,,,0,1,=,Low
2110,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging - Module Names,Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging\ModuleNames,*,,,,,*,=,Low
2111,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging,Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,1,=,Medium
2112,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging (Invocation),Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,EnableScriptBlockInvocationLogging,,,,0,1,=,Low
2113,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging (PowerShell Policy),Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,UseWindowsPowerShellPolicySetting,,,,0,1,=,Low
2114,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription (Invocation),Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableInvocationHeader,,,,0,1,=,Low
2115,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription (PowerShell Policy),Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\Transcription,UseWindowsPowerShellPolicySetting,,,,0,1,=,Medium
2116,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableTranscripting,,,,0,1,=,Low
213,Security Options,User Account Control: Switch to the secure desktop when prompting for elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,,,,1,1,=,Medium
216,Security Options,User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableUIADesktopToggle,,,,,0,=,Medium
2201,MS Security Guide,Lsass.exe audit mode,Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LSASS.exe,AuditLevel,,,,,8,=,Low
2204,MSS (Legacy),MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager,SafeDLLSearchMode,,,,0,1,=,Medium
225,Security Options,Devices: Prevent users from installing printer drivers,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers,AddPrinterDrivers,,,,0,1,=,Medium
226,Security Options,Devices: Allowed to format and eject removable media,Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,AllocateDASD,,,,2,2,=,Medium
227,Security Options,Interactive logon: Prompt user to change password before expiration (Max),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PasswordExpiryWarning,,,,5,14,<=,Low
228,Security Options,Interactive logon: Number of previous logons to cache (in case domain controller is not available),Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,CachedLogonsCount,,,,10,4,<=,Medium
232,Security Options,Interactive logon: Machine account lockout threshold,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,MaxDevicePasswordFailedAttempts,,,,10,10,<=!0,Medium
2401,System Services,Print Spooler (Spooler),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Spooler,Start,,,,2,4,=,Medium
2411,System Services,Disable mDNS in Dnscache service,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters,EnableMDNS,,,,,0,=,Medium
2411,System Services,WebClient (WebClient),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\WebClient,Start,,,,3,4,=,Medium
244,Security Options,Microsoft network server: Disconnect clients when logon hours expire,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,enableforcedlogoff,,,,1,1,=,Medium
247,Security Options,Microsoft network server: Amount of idle time required before suspending session,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,AutoDisconnect,,,,15,15,<=,Medium
248,Security Options,Microsoft network server: Server SPN target name validation level,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,SMBServerNameHardeningLevel,,,,,1,>=,Medium
25,Administrative Templates: Network,Network Connections: Require domain users to elevate when setting a network's location,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,,,,0,1,=,Medium
251,Security Options,Network security: Restrict NTLM: Incoming NTLM traffic,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0,RestrictReceivingNTLMTraffic,,,,,2,=,Medium
252,Security Options,Network security: Configure encryption types allowed for Kerberos,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,SupportedEncryptionTypes,,,,2147483644,2147483640,<=,Medium
255,Security Options,Network security: Allow PKU2U authentication requests to this computer to use online identities,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa\pku2u,AllowOnlineID,,,,,0,=,Medium
256,Security Options,Network security: Allow Local System to use computer identity for NTLM,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa,UseMachineId,,,,0,1,=,Medium
26,Administrative Templates: Network,Network Connections: Prohibit installation and configuration of Network Bridge on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,,,,0,0,=,Medium
266,Security Options,Network access: Let Everyone permissions apply to anonymous users,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa,EveryoneIncludesAnonymous,,,,0,0,=,Medium
267,Security Options,Network access: Shares that can be accessed anonymously,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,NullSessionShares,,,,,,=,Medium
268,Security Options,Network access: Sharing and security model for local accounts,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa,ForceGuest,,,,0,0,=,Medium
269,Security Options,Network access: Named Pipes that can be accessed anonymously,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,NullSessionPipes,,,,,,=,Medium
270,Security Options,Network access: Remotely accessible registry paths and sub-paths,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedPaths,Machine,,,,System\CurrentControlSet\Control\Print\Printers System\CurrentControlSet\Services\Eventlog Software\Microsoft\OLAP Server Software\Microsoft\Windows NT\CurrentVersion\Print Software\Microsoft\Windows NT\CurrentVersion\Windows System\CurrentControlSet\Control\ContentIndex System\CurrentControlSet\Control\Terminal Server System\CurrentControlSet\Control\Terminal Server\UserConfig System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration Software\Microsoft\Windows NT\CurrentVersion\Perflib System\CurrentControlSet\Services\SysmonLog,System\CurrentControlSet\Control\Print\Printers;System\CurrentControlSet\Services\Eventlog;Software\Microsoft\OLAP Server;Software\Microsoft\Windows NT\CurrentVersion\Print;Software\Microsoft\Windows NT\CurrentVersion\Windows;System\CurrentControlSet\Control\ContentIndex;System\CurrentControlSet\Control\Terminal Server;System\CurrentControlSet\Control\Terminal Server\UserConfig;System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration;Software\Microsoft\Windows NT\CurrentVersion\Perflib;System\CurrentControlSet\Services\SysmonLog,=,Medium
271,Security Options,Network access: Remotely accessible registry paths,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedExactPaths,Machine,,,,System\CurrentControlSet\Control\ProductOptions System\CurrentControlSet\Control\Server Applications Software\Microsoft\Windows NT\CurrentVersion,System\CurrentControlSet\Control\ProductOptions;System\CurrentControlSet\Control\Server Applications;Software\Microsoft\Windows NT\CurrentVersion,=,Medium
273,Security Options,System settings: Optional subsystems,Registry,,HKLM:\System\CurrentControlSet\Control\Session Manager\Subsystems,Optional,,,,,,=,Medium
274,Security Options,System cryptography: Force strong key protection for user keys stored on the computer,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography,ForceKeyProtection,,,,,1,>=,Medium
275,Security Options,System objects: Require case insensitivity for non-Windows subsystem,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Kernel,ObCaseInsensitive,,,,1,1,=,Medium
28,Administrative Templates: Network,Fonts: Enable Font Providers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableFontProviders,,,,1,0,=,Medium
29,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (AllowRspndrOnDomain),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LLTD,AllowRspndrOnDomain,,,,0,0,=,Medium
29,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (AllowRspndrOnPublicNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowRspndrOnPublicNet,,,,0,0,=,Medium
29,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (EnableRspndr),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,EnableRspndr,,,,0,0,=,Medium
29,Administrative Templates: Network,Turn on Responder (RSPNDR) driver (ProhibitRspndrOnPrivateNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,ProhibitRspndrOnPrivateNet,,,,0,0,=,Medium
30,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (AllowLLTDIOOndomain),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowLLTDIOOndomain,,,,0,0,=,Medium
30,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (AllowLLTDIOOnPublicNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,AllowLLTDIOOnPublicNet,,,,0,0,=,Medium
30,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (EnableLLTDIO),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,EnableLLTDIO,,,,0,0,=,Medium
30,Administrative Templates: Network,Link-Layer Topology Discovery: Turn on Mapper I/O (LLTDIO) driver (ProhibitLLTDIOOnPrivateNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,ProhibitLLTDIOOnPrivateNet,,,,0,0,=,Medium
31,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableFlashConfigRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableFlashConfigRegistrar,,,,1,0,=,Medium
31,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableInBand802DOT11Registrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableInBand802DOT11Registrar,,,,1,0,=,Medium
